ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Total,2017,79.06,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2017,76.69,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2017,79.4,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2017,84.84,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2017,94.84,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Total,2017,60.77,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2017,56.89,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2017,60.91,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2017,72.35,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2017,85.76,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Total,2017,28.84,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2017,27.21,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2017,34.07,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2017,40.21,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Advanced,2017,35.23,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Total,2017,15.6,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2017,18.36,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2017,12.22,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2017,9.77,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Advanced,2017,20.21,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Total,2017,21.17,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Less than basic,2017,21.76,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Basic,2017,14.19,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Intermediate,2017,9.91,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Advanced,2017,39.97,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Total,2017,23.83,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Less than basic,2017,23.6,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Basic,2017,16.38,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Intermediate,2017,18.29,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Advanced,2017,67.67,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Total,2017,20.92,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2017,20.05,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2017,22.45,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2017,22.79,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2017,87.53,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Total,2017,12.52,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2017,12.39,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2017,8.34,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2017,72.87,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Total,2017,3.11,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2017,3.13,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Employment-to-population ratio by sex, age and education (%)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Total,2014,23.79,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2014,28.56,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2014,22.04,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2014,30.5,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Total,2014,55.47,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Less than basic,2014,55.92,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Basic,2014,55.08,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Intermediate,2014,59.76,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Advanced,2014,68.68,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Total,2014,60.59,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Less than basic,2014,59.19,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Basic,2014,61.55,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Intermediate,2014,67.15,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Advanced,2014,73.67,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Total,2014,61.08,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2014,59.64,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2014,61.81,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2014,68.59,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2014,76.68,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Total,2014,54.35,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2014,56.03,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2014,52.21,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2014,57.97,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2014,68.29,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Total,2014,46.85,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2014,49.41,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2014,38.92,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2014,34.38,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Advanced,2014,42.33,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Total,2014,19.55,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2014,28.74,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2014,14.61,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2014,19.52,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Total,2014,37.66,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Less than basic,2014,41.3,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Basic,2014,30.68,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Intermediate,2014,39.54,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Advanced,2014,53.22,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Total,2014,43.85,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Less than basic,2014,44.98,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Basic,2014,38.91,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Intermediate,2014,50.88,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Advanced,2014,61.26,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Total,2014,45.91,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2014,46.59,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2014,41.81,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2014,55.51,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2014,60.46,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Total,2014,41.78,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2014,43.88,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2014,31.68,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2014,39.52,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2014,42.46,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Total,2014,33.85,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2014,35.3,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2014,20.17,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2014,19.44,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Employment-to-population ratio by sex, age and education (%)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Advanced,2014,20.11,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Employment-to-population ratio by sex, age and education (%)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Total,2019,31.21,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Employment-to-population ratio by sex, age and education (%)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2019,22.22,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Employment-to-population ratio by sex, age and education (%)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2019,17.86,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Employment-to-population ratio by sex, age and education (%)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2019,22.6,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Employment-to-population ratio by sex, age and education (%)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Advanced,2019,38.45,,,,Repository: ILO-STATISTICS - Micro data processing
