ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Advanced,2017,84.41,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2017,441.214,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2017,143.1,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2017,76.996,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2017,48.447,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2017,231.205,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2017,59.15,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2017,37.182,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2017,33.131,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2017,109.149,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2017,21.159,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2017,11.913,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Advanced,2017,5.754,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2017,332.511,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2017,112.076,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2017,65.529,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Advanced,2017,50.278,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Less than basic,2017,377.368,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Basic,2017,25.904,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Intermediate,2017,13.477,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Advanced,2017,29.358,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Less than basic,2017,284.086,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Basic,2017,14.28,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Intermediate,2017,5.689,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Advanced,2017,15.948,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2017,176.675,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2017,8.61,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2017,2.587,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2017,10.007,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2017,60.638,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2017,2.002,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2017,2.6,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2017,8.974,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Labour force by sex, age and education (thousands)",AFG - HIES - Living Conditions Survey,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2014,176.502,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2014,384.791,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2014,74.135,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Less than basic,2014,319.086,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Basic,2014,434.678,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Intermediate,2014,186.244,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Advanced,2014,53.993,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Less than basic,2014,296.03,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Basic,2014,313.23,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Intermediate,2014,104.919,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Advanced,2014,39.601,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2014,211.14,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2014,184.04,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2014,64.587,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2014,28.162,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2014,149.901,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2014,61.717,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2014,20.396,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2014,10.525,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2014,108.659,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2014,13.575,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2014,3.208,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Advanced,2014,1.481,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2014,259.094,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2014,256.045,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2014,48.08,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Less than basic,2014,419.978,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Basic,2014,198.611,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Intermediate,2014,103.539,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Advanced,2014,36.728,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Less than basic,2014,385.121,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Basic,2014,128.478,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Intermediate,2014,50.339,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Advanced,2014,22.362,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2014,290.362,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2014,62.888,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2014,25.515,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2014,12.084,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2014,175.719,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2014,14.296,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2014,6.229,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2014,2.928,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2014,109.486,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2014,3.116,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2014,0.926,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Labour force by sex, age and education (thousands)",AGO - PC - Recensements de Population,Sex: Female,Age (10-year bands): 65+,Education (Aggregate levels): Advanced,2014,0.407,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2019,0.878,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2019,2.082,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2019,26.407,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 15-24,Education (Aggregate levels): Advanced,2019,62.579,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Less than basic,2019,1.013,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Basic,2019,3.012,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Intermediate,2019,66.425,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 25-34,Education (Aggregate levels): Advanced,2019,92.985,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Less than basic,2019,0.869,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Basic,2019,2.524,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Intermediate,2019,65.995,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 35-44,Education (Aggregate levels): Advanced,2019,50.901,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Less than basic,2019,0.384,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Basic,2019,1.827,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Intermediate,2019,67.348,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 45-54,Education (Aggregate levels): Advanced,2019,68.373,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Less than basic,2019,0.537,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Basic,2019,2.258,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Intermediate,2019,64.487,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 55-64,Education (Aggregate levels): Advanced,2019,71.109,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Less than basic,2019,0.58,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Basic,2019,8.294,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Intermediate,2019,17.038,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Male,Age (10-year bands): 65+,Education (Aggregate levels): Advanced,2019,10.019,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Less than basic,2019,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Basic,2019,1.537,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Intermediate,2019,15.009,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 15-24,Education (Aggregate levels): Advanced,2019,40.017,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Less than basic,2019,0.381,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Basic,2019,1.093,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Intermediate,2019,45.595,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 25-34,Education (Aggregate levels): Advanced,2019,42.431,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and education (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (10-year bands): 35-44,Education (Aggregate levels): Less than basic,2019,1.193,,,,Repository: ILO-STATISTICS - Micro data processing
